lat,lon,category,sub_category,tags
41.8606601,-87.6125769,amenity,biergarten,"{'addr:city': 'Chicago', 'addr:housenumber': '600', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'East Waldron Drive', 'amenity': 'biergarten', 'name': 'Boat Drinks', 'outdoor_seating': 'yes'}"
41.8610377,-87.6278713,office,advertising_agency,"{'addr:city': 'Chicago', 'addr:housenumber': '1530', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South State Street', 'addr:unit': '506', 'name': 'Mikesell Digital Consulting', 'office': 'advertising_agency', 'opening_hours': 'Mo-Fr 08:00-19:00', 'phone': '+1-773-703-8846', 'website': 'https://mikeselldigital.com/'}"
41.8610659,-87.6136189,amenity,bench,{'amenity': 'bench'}
41.8610689,-87.6279127,amenity,restaurant,"{'addr:city': 'Chicago', 'addr:housenumber': '1530', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South State Street', 'amenity': 'restaurant', 'name': 'Tapas Valencia', 'phone': '+1-312-842-4444', 'website': 'https://www.tapasvalencia.com/'}"
41.8611112,-87.6269921,shop,beauty,"{'addr:housenumber': '1529', 'addr:street': 'South State Street', 'beauty': 'nails', 'check_date': '2024-03-10', 'name': 'Bella Mia', 'shop': 'beauty'}"
41.8611735,-87.6165818,tourism,artwork,"{'artwork_type': 'statue', 'name': 'American Doughboy', 'tourism': 'artwork', 'website': 'https://www.chicagoparkdistrict.com/parks/burnham-park/american-doughboy/'}"
41.8612314,-87.6566421,amenity,bicycle_rental,"{'amenity': 'bicycle_rental', 'brand': 'Divvy', 'brand:wikidata': 'Q16973938', 'capacity': '15', 'divvy:id': '274', 'fee': 'yes', 'name': 'Racine Ave & 15th St', 'network': 'Divvy', 'network:wikidata': 'Q16973938', 'network:wikipedia': 'en:Divvy', 'opening_hours': '24/7', 'operator': 'Lyft', 'operator:type': 'private', 'operator:wikidata': 'Q17077936', 'operator:wikipedia': 'en:Lyft', 'payment:app': 'yes', 'payment:credit_cards': 'yes'}"
41.8612801,-87.6138923,amenity,bench,{'amenity': 'bench'}
41.8613629,-87.6259758,amenity,bar,"{'addr:city': 'Chicago', 'addr:housenumber': '1520', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South Wabash Avenue', 'amenity': 'bar', 'name': 'M Lounge', 'phone': '+1-312-447-0201', 'website': 'https://www.mloungechicago.com/'}"
41.8613805,-87.6225046,public_transport,stop_position,"{'bus': 'yes', 'name': 'Indiana & 15th Place', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '15278'}"
41.8613973,-87.6225663,public_transport,platform,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Indiana & 15th Place', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '15278', 'shelter': 'yes'}"
41.8614719,-87.6579477,public_transport,platform,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Blue Island & 15th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '6339', 'shelter': 'no'}"
41.8615444,-87.6269991,amenity,fast_food,"{'addr:housenumber': '1511', 'addr:street': 'South State Street', 'amenity': 'fast_food', 'check_date': '2024-03-24', 'cuisine': 'juice', 'name': 'Fruitful Delight Smoothie & Juice Bar'}"
41.8615801,-87.6663958,public_transport,platform,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Ashland & 15th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '6049', 'shelter': 'no'}"
41.861582,-87.6663169,public_transport,stop_position,"{'bus': 'yes', 'name': 'Ashland & 15th Street', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '6049'}"
41.8616216,-87.6270223,healthcare,alternative,"{'addr:housenumber': '1509', 'addr:street': 'South State Street', 'check_date': '2024-03-24', 'healthcare': 'alternative', 'healthcare:speciality': 'chiropractic', 'name': 'Equilibrium Chiropractic'}"
41.8616856,-87.613949,historic,memorial,"{'historic': 'memorial', 'name': 'Chicago Police Memorial', 'website': 'https://www.cpdmemorial.org/'}"
41.8617068,-87.6580303,public_transport,platform,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Blue Island & 15th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '6373', 'shelter': 'no'}"
41.8617449,-87.6661961,public_transport,stop_position,"{'bus': 'yes', 'name': 'Ashland & 15th Street', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '6227'}"
41.8617477,-87.6661006,public_transport,platform,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Ashland & 15th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '6227', 'shelter': 'yes'}"
41.8617809,-87.6303531,public_transport,platform,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Clark & 15th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '6295', 'shelter': 'no'}"
41.8617947,-87.6302644,public_transport,stop_position,"{'bus': 'yes', 'name': 'Clark & 15th Street', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '6295'}"
41.8618173,-87.6302646,public_transport,stop_position,"{'bus': 'yes', 'name': 'Clark & 15th Street', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '6286'}"
41.8618193,-87.6139031,historic,memorial,"{'historic': 'memorial', 'memorial': 'statue', 'name': 'CPD Paralyzed Officers Memorial'}"
41.8618275,-87.6301127,public_transport,platform,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Clark & 15th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '6286', 'shelter': 'yes'}"
41.8619185,-87.6235586,amenity,bar,"{'addr:city': 'Chicago', 'addr:housenumber': '1503', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South Michigan Avenue', 'amenity': 'bar', 'name': 'Weather Mark Tavern', 'phone': '+1-312-588-0230', 'website': 'https://weathermarktavern.com/'}"
41.8619489,-87.6138241,amenity,bench,{'amenity': 'bench'}
41.8619958,-87.6270706,amenity,kindergarten,"{'addr:housenumber': '1501', 'addr:street': 'South State Street', 'after_school': 'yes', 'alt_name': 'KinderCare Learning Center', 'amenity': 'kindergarten', 'brand': 'KinderCare', 'brand:wikidata': 'Q6410551', 'check_date': '2024-03-24', 'fee': 'yes', 'isced:level': '0', 'name': 'KinderCare', 'nursery': 'yes', 'preschool': 'yes'}"
41.8620449,-87.6274507,public_transport,platform,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'State & 15th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '2379', 'shelter': 'no'}"
41.8620797,-87.6273987,public_transport,stop_position,"{'bus': 'yes', 'loc_ref': '0 E/W', 'name': 'State & 15th Street', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '2379'}"
41.8621057,-87.642254,amenity,post_office,"{'addr:city': 'Chicago', 'addr:housenumber': '1500', 'addr:postcode': '60607', 'addr:state': 'IL', 'addr:street': 'South Jefferson Street', 'amenity': 'post_office', 'brand': 'The UPS Store', 'brand:wikidata': 'Q7771029'}"
41.8621085,-87.6289754,leisure,picnic_table,"{'bench': 'yes', 'covered': 'yes', 'leisure': 'picnic_table'}"
41.862117,-87.6270581,shop,dry_cleaning,"{'addr:housenumber': '1451', 'addr:street': 'South State Street', 'check_date': '2024-03-24', 'name': 'Cleaners', 'shop': 'dry_cleaning'}"
41.8621654,-87.6238284,shop,bicycle,"{'addr:housenumber': '1465', 'addr:postcode': '60605', 'addr:street': 'South Michigan Avenue', 'contact:facebook': 'https://www.facebook.com/profile.php?id=100070655148208', 'name': 'Cycle Bike Shop', 'shop': 'bicycle'}"
41.8621883,-87.6142124,amenity,bench,{'amenity': 'bench'}
41.8622184,-87.6468775,amenity,post_box,"{'amenity': 'post_box', 'drive_through': 'no', 'operator': 'United States Postal Service', 'operator:short': 'USPS', 'operator:type': 'public', 'operator:wikidata': 'Q668687'}"
41.8622365,-87.6467749,public_transport,stop_position,"{'bus': 'yes', 'name': 'Halsted & 14th Place', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '5926'}"
41.8622385,-87.6466776,public_transport,platform,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Halsted & 14th Place', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '5926', 'shelter': 'no'}"
41.8622579,-87.6272312,public_transport,stop_position,"{'bus': 'yes', 'loc_ref': '0 E/W', 'name': 'State & 14th Place', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '2350'}"
41.8622865,-87.6271679,public_transport,platform,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'State & 14th Place', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '2350', 'shelter': 'yes'}"
41.8623261,-87.6285222,amenity,bench,"{'amenity': 'bench', 'backrest': 'yes'}"
41.862333,-87.6292325,amenity,bench,"{'amenity': 'bench', 'backrest': 'yes'}"
41.8624249,-87.6511559,amenity,bicycle_rental,"{'amenity': 'bicycle_rental', 'brand': 'Divvy', 'brand:wikidata': 'Q16973938', 'capacity': '15', 'divvy:id': '137', 'fee': 'yes', 'name': 'Morgan St & 14th Pl', 'network': 'Divvy', 'network:wikidata': 'Q16973938', 'network:wikipedia': 'en:Divvy', 'opening_hours': '24/7', 'operator': 'Lyft', 'operator:type': 'private', 'operator:wikidata': 'Q17077936', 'operator:wikipedia': 'en:Lyft', 'payment:app': 'yes', 'payment:credit_cards': 'yes'}"
41.8624399,-87.6141036,historic,memorial,"{'historic': 'memorial', 'memorial': 'memorial', 'name': 'Gold Star Families Memorial', 'website': 'https://www.chicagoparkdistrict.com/parks-facilities/gold-star-family-memorial'}"
41.8624627,-87.6292675,amenity,bench,"{'amenity': 'bench', 'backrest': 'yes'}"
41.8624764,-87.6284949,amenity,bench,"{'amenity': 'bench', 'backrest': 'yes'}"
41.8624839,-87.686895,shop,bakery,"{'addr:city': 'Chicago', 'addr:housenumber': '2419', 'addr:postcode': '60608', 'addr:state': 'IL', 'addr:street': 'West 14th Street', 'name': 'K-suerte Cookies & Cards', 'shop': 'bakery'}"
41.8625051,-87.6868715,amenity,restaurant,"{'addr:city': 'Chicago', 'addr:housenumber': '2419', 'addr:postcode': '60608', 'addr:state': 'IL', 'addr:street': 'West 14th Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'EL Ideas', 'phone': '+1-312-226-8144', 'website': 'http://www.elideas.com/'}"
41.8625159,-87.624269,amenity,bar,"{'addr:city': 'Chicago', 'addr:housenumber': '1454', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South Michigan Avenue', 'amenity': 'bar', 'name': 'Vice District Taproom', 'phone': '+1-312-291-9022', 'website': 'https://www.vicedistrictbrewing.com/'}"
41.8625412,-87.6468875,public_transport,platform,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Halsted & 14th Place', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '5804', 'shelter': 'yes'}"
41.8625447,-87.6467834,public_transport,stop_position,"{'bus': 'yes', 'name': 'Halsted & 14th Place', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '5804'}"
41.8625758,-87.6860737,public_transport,platform,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Western & 14th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '8245', 'shelter': 'no'}"
41.8625934,-87.6292375,amenity,bench,"{'amenity': 'bench', 'backrest': 'yes'}"
41.8626012,-87.6859247,public_transport,stop_position,"{'bus': 'yes', 'name': 'Western & 14th Street', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '8245'}"
41.8626069,-87.6242605,amenity,fast_food,"{'addr:city': 'Chicago', 'addr:housenumber': '1450', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South Michigan Avenue', 'amenity': 'fast_food', 'brand': ""Harold's Chicken Shack"", 'brand:wikidata': 'Q5659832', 'cuisine': 'chicken', 'drive_through': 'no', 'name': ""Harold's Chicken Shack"", 'opening_hours': 'Mo-Su 11:00-22:00', 'phone': '3129645003', 'takeaway': 'yes'}"
41.8626109,-87.6285415,amenity,bench,"{'amenity': 'bench', 'backrest': 'yes'}"
41.8626352,-87.6291609,amenity,drinking_water,"{'access': 'yes', 'amenity': 'drinking_water', 'bottle': 'no', 'fee': 'no', 'wheelchair': 'yes'}"
41.8626467,-87.6286281,amenity,drinking_water,"{'access': 'yes', 'amenity': 'drinking_water', 'bottle': 'no', 'fee': 'no', 'wheelchair': 'yes'}"
41.8626801,-87.614239,amenity,bench,{'amenity': 'bench'}
41.862779,-87.622538,public_transport,stop_position,"{'bus': 'yes', 'name': '1440 S Indiana', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '15921'}"
41.8627811,-87.6238772,historic,memorial,"{'historic': 'memorial', 'memorial': 'plaque', 'name': ""St. Luke's Hospital"", 'wikidata': 'Q7589802', 'wikipedia': ""en:St. Luke's Hospital (Chicago, Illinois)""}"
41.8627838,-87.622605,public_transport,platform,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': '1440 S Indiana', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '15921', 'shelter': 'yes'}"
41.8627931,-87.6288928,amenity,bench,"{'amenity': 'bench', 'backrest': 'yes'}"
41.8628536,-87.6664278,public_transport,platform,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Ashland & 14th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '17226', 'shelter': 'no'}"
41.8628558,-87.6663499,public_transport,stop_position,"{'bus': 'yes', 'name': 'Ashland & 14th Street', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '17226'}"
41.8628562,-87.6859314,public_transport,stop_position,"{'bus': 'yes', 'name': 'Western & 14th Street', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '8368'}"
41.86286,-87.6857964,public_transport,platform,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Western & 14th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '8368', 'shelter': 'no'}"
41.8628881,-87.6140675,historic,memorial,"{'historic': 'memorial', 'memorial': 'statue', 'name': 'CPD K9 & Equine Memorial Plaza', 'website': 'https://cpdmemorial.org/mission/k9-equine-memorial-plaza/'}"
41.8629013,-87.6152475,amenity,bench,{'amenity': 'bench'}
41.8629034,-87.6140073,amenity,bench,{'amenity': 'bench'}
41.8629436,-87.6153864,amenity,bicycle_parking,{'amenity': 'bicycle_parking'}
41.8631142,-87.6138466,amenity,drinking_water,{'amenity': 'drinking_water'}
41.8631154,-87.6662357,public_transport,stop_position,"{'bus': 'yes', 'name': 'Ashland & 14th Street', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '6228'}"
41.8631183,-87.666142,public_transport,platform,"{'bench': 'yes', 'bin': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Ashland & 14th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '6228', 'shelter': 'yes', 'tactile_paving': 'no'}"
41.863183,-87.6762349,public_transport,platform,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Damen & 14th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '8882', 'shelter': 'no'}"
41.8632029,-87.6761488,public_transport,stop_position,"{'bus': 'yes', 'name': 'Damen & 14th Street', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '8882'}"
41.8632705,-87.6141811,amenity,bench,{'amenity': 'bench'}
41.8632946,-87.6155483,amenity,loading_dock,{'amenity': 'loading_dock'}
41.8633689,-87.6761553,public_transport,stop_position,"{'bus': 'yes', 'name': 'Damen & 14th Street', 'network': 'CTA', 'operator': 'Chicago Transit Authority', 'public_transport': 'stop_position', 'ref': '8898'}"
41.8634051,-87.6760624,public_transport,platform,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Damen & 14th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '8898', 'shelter': 'no'}"
41.8634345,-87.6155955,amenity,parking_entrance,{'amenity': 'parking_entrance'}
41.8634745,-87.6764573,office,healthcare,"{'addr:city': 'Chicago', 'addr:housenumber': '1340', 'addr:postcode': '60608', 'addr:state': 'IL', 'addr:street': 'South Damen Avenue', 'addr:unit': '200', 'name': 'Chicago VITAS Hospice Office', 'office': 'healthcare'}"
41.863494,-87.62215,office,estate_agent,"{'addr:city': 'Chicago', 'addr:housenumber': '1421', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South Indiana Avenue', 'email': 'tom@tcgroup.realty', 'name': 'Tom Campone Real Estate | South Loop', 'office': 'estate_agent', 'opening_hours': 'Mo-Th 08:00-19:00; Fr 08:00-18:00; Sa 11:00-16:00; Su12:00-15:00', 'phone': '+1-702-528-2267', 'start_date': '2016', 'website': 'https://www.tomcampone.com/'}"
41.8635033,-87.6898328,historic,memorial,"{'description': 'Ghost bike in memory of Hector Avalos, 28, December 6th 2013', 'historic': 'memorial', 'inscription': 'In Loving Memory Hector Avalos 1985 - 2013 ""Don\'t Ride the Machine, Be the Machine""', 'memorial': 'ghost_bike', 'source': 'http://bedno.com/body/bike/ghostbikes/details/avalos'}"
41.8635201,-87.6245316,amenity,bar,"{'addr:city': 'Chicago', 'addr:housenumber': '1416', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South Michigan Avenue', 'amenity': 'bar', 'name': 'Victory Tap Chicago', 'phone': '+1-312-566-9300', 'website': 'http://armandspizzeria.com/'}"
41.863555,-87.6566585,public_transport,platform,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Racine & 14th Street', 'network': 'CTA', 'network:wikidata': 'Q117309', 'network:wikipedia': 'en:Chicago Transit Authority', 'operator': 'Chicago Transit Authority', 'public_transport': 'platform', 'ref': '6371', 'shelter': 'yes'}"
41.863605,-87.6183398,amenity,parking_entrance,{'amenity': 'parking_entrance'}
41.8636081,-87.6139575,amenity,bench,{'amenity': 'bench'}
41.8636346,-87.6238399,healthcare,clinic,"{'addr:housenumber': '1411', 'addr:street': 'South Michigan Avenue', 'amenity': 'clinic', 'healthcare': 'clinic', 'level': '4;5', 'name': 'RUSH South Loop'}"
41.8636442,-87.6261629,building,yes,"{'addr:state': 'IL', 'building': 'yes', 'ele': '181', 'gnis:feature_id': '1825977', 'name': 'Central Market Furniture Building', 'source': 'USGS Geonames'}"
41.863676,-87.6270916,office,insurance,"{'addr:city': 'Chicago', 'addr:housenumber': '1401', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South State Street', 'addr:unit': 'Suite 150', 'brand': 'Country Financial', 'brand:wikidata': 'Q5177282', 'check_date': '2024-03-24', 'name': 'Country Financial - Kirk Gregory', 'office': 'insurance'}"
